Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
123.687,166.812,1056.812,-4.954,6.291,-0.306,0.386,694.936,0.999,694.937,89.918,3.878,0.236,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,166.025,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.001,90,8.131,892.703,0.001,336.226,0.015,924453.071,15.524,189.288,0.261,0.141,0.001
123.948,165.507,1055.507,-5.034,6.392,0.062,1.108,693.915,0.999,693.915,89.918,3.939,1.106,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,173.5,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.505,90,8.139,892.841,0.001,336.231,0.015,945071.462,15.524,189.288,0.257,0.141,0.001
124.205,164.215,1054.215,-5.018,6.559,-0.032,0.741,692.866,0.999,692.866,89.917,4.224,0.74,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.252,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.605,90,8.148,892.979,0.001,336.236,0.015,938966.665,15.524,189.288,0.258,0.141,0.001
124.463,162.92,1052.92,-5.026,6.69,-0.013,0.514,691.752,0.998,691.753,89.917,4.415,0.514,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.328,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.15,90,8.156,893.117,0.001,336.241,0.015,939209.387,15.524,189.288,0.257,0.141,0.001
124.721,161.626,1051.626,-5.03,6.606,-0.012,0.03,690.633,0.998,690.634,89.917,4.282,0.027,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.111,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.268,90,8.164,893.254,0.001,336.247,0.015,938652.106,15.524,189.288,0.257,0.141,0.001
124.978,160.332,1050.332,-5.033,6.604,0.001,0.011,689.532,0.998,689.533,89.917,4.275,0.011,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.345,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.281,90,8.173,893.392,0.001,336.252,0.015,939330.605,15.524,189.288,0.257,0.141,0.001
125.235,159.039,1049.039,-5.033,6.605,0.088,1.319,688.433,0.998,688.434,89.917,4.278,1.316,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,174.386,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.608,90,8.181,893.529,0.001,336.257,0.015,947663.729,15.524,189.288,0.257,0.142,0.001
125.492,157.748,1047.748,-5.01,6.373,-0.036,0.979,687.378,0.998,687.378,89.917,3.94,0.979,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.543,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.437,90,8.19,893.667,0.001,336.262,0.015,939944.604,15.524,189.288,0.258,0.142,0.001
125.75,156.454,1046.454,-5.019,6.228,0.012,1.087,686.393,0.998,686.394,89.917,3.687,1.087,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.59,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.131,90,8.198,893.804,0.001,336.267,0.015,942844.768,15.524,189.288,0.258,0.142,0.001
126.007,155.162,1045.162,-5.016,6.064,-0.055,0.271,685.48,0.998,685.481,89.917,3.407,0.265,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,170.429,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.271,90,8.206,893.942,0.001,336.272,0.015,936958.515,15.524,189.288,0.258,0.142,0.001
126.265,153.867,1043.867,-5.03,6.038,0.102,1.451,684.611,0.998,684.611,89.916,3.339,1.447,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,174.948,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.603,90,8.215,894.079,0.001,336.277,0.015,949336.401,15.524,189.288,0.257,0.142,0.001
126.522,152.578,1042.578,-5.004,5.818,-0.096,0.369,683.8,0.998,683.801,89.916,2.967,0.356,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,169.761,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.151,90,8.223,894.217,0.001,336.282,0.015,935193.093,15.524,189.288,0.258,0.142,0.001
126.78,151.282,1041.282,-5.029,5.886,0.141,1.727,683.022,0.998,683.023,89.916,3.059,1.722,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,176.387,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.931,90,8.232,894.354,0.001,336.287,0.015,953307.03,15.524,189.288,0.257,0.142,0.001
127.037,149.995,1039.995,-4.993,6.098,-0.144,0.147,682.18,0.998,682.18,89.916,3.501,0.031,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,168.804,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.517,90,8.24,894.491,0.001,336.292,0.015,932623.839,15.524,189.288,0.259,0.142,0.001
127.296,148.698,1038.698,-5.03,6.133,0.002,0.006,681.272,0.998,681.273,89.916,3.509,0.006,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.357,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.513,90,8.248,894.629,0.001,336.297,0.015,939686.042,15.524,189.288,0.257,0.142,0.001
127.553,147.406,1037.406,-5.03,6.134,0.033,0.796,680.371,0.998,680.372,89.916,3.511,0.795,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.473,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.918,90,8.257,894.767,0.001,336.303,0.015,942778.358,15.524,189.288,0.257,0.142,0.001
127.81,146.115,1036.115,-5.021,6.246,-0,0.778,679.443,0.998,679.444,89.916,3.715,0.778,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.866,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.114,90,8.265,894.904,0.001,336.308,0.015,941152.569,15.524,189.288,0.5,0.142,0.001
128.31,143.605,1033.605,-5.021,6.485,-0.011,0.576,677.488,0.998,677.489,89.916,4.104,0.576,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.422,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.808,90,8.282,895.171,0.001,336.318,0.015,940006.652,15.524,189.288,0.257,0.142,0.001
128.567,142.313,1032.313,-5.024,6.395,-0.015,0.09,676.452,0.998,676.453,89.915,3.956,0.089,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.066,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.002,90,8.29,895.309,0.001,336.323,0.015,939065.416,15.524,189.288,0.257,0.142,0.001
128.824,141.021,1031.021,-5.028,6.412,0.145,1.716,675.433,0.998,675.433,89.915,3.978,1.71,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,176.41,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.114,90,8.298,895.446,0.001,336.328,0.015,953657.86,15.524,189.288,0.257,0.142,0.001
129.081,139.735,1029.735,-4.991,6.119,-0.077,1.133,674.468,0.998,674.468,89.915,3.54,1.13,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.128,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.121,90,8.307,895.583,0.001,336.333,0.015,939307.787,15.524,189.288,0.259,0.142,0.001
129.339,138.442,1028.442,-5.011,6.308,-0.047,0.571,673.514,0.998,673.515,89.915,3.832,0.569,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,170.79,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.54,90,8.315,895.72,0.001,336.338,0.015,938414.795,15.524,189.288,0.258,0.142,0.001
129.597,137.149,1027.149,-5.023,6.23,0.208,2.157,672.546,0.998,672.547,89.915,3.685,2.146,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,178.948,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.764,90,8.324,895.858,0.001,336.343,0.015,960602.622,15.524,189.288,0.257,0.142,0.001
129.854,135.866,1025.866,-4.97,6.531,-0.17,1.008,671.529,0.998,671.529,89.915,4.237,0.993,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,169.251,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.724,90,8.332,895.994,0.001,336.348,0.015,934248.038,15.524,189.288,0.26,0.142,0.001
130.113,134.57,1024.57,-5.014,6.401,-0.003,0.953,670.462,0.998,670.463,89.915,3.979,0.953,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.086,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.491,90,8.34,896.132,0.001,336.353,0.015,942077.967,15.524,189.288,0.257,0.142,0.001
130.371,133.279,1023.279,-5.015,6.252,0.066,1.492,669.47,0.998,669.47,89.915,3.734,1.491,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,174.439,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.976,90,8.349,896.269,0.001,336.358,0.015,948531.724,15.524,189.288,0.257,0.142,0.001
130.628,131.992,1021.992,-4.998,6.017,0.018,1.598,668.559,0.998,668.559,89.915,3.35,1.598,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,173.903,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.536,90,8.357,896.406,0.001,336.363,0.015,947109.686,15.524,189.288,0.258,0.142,0.001
130.886,130.702,1020.702,-4.993,5.793,-0.126,0.126,667.747,0.998,667.748,89.914,2.938,0.006,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,169.119,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.941,90,8.365,896.544,0.001,336.368,0.015,934026.606,15.524,189.288,0.258,0.142,0.001
131.144,129.408,1019.408,-5.026,5.822,0.319,2.613,666.988,0.997,666.989,89.914,2.939,2.593,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,182.636,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.229,90,8.374,896.681,0.001,336.373,0.015,970674.815,15.524,189.288,0.257,0.142,0.001
131.401,128.129,1018.129,-4.944,6.118,-0.309,0.43,666.149,0.997,666.149,89.914,3.605,0.299,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,166.009,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.449,90,8.382,896.817,0.001,336.378,0.015,925470.77,15.524,189.288,0.261,0.142,0.001
131.662,126.829,1016.829,-5.024,6.138,0.002,0.234,665.219,0.997,665.219,89.914,3.527,0.234,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.409,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.647,90,8.391,896.956,0.001,336.384,0.015,940437.992,15.524,189.288,0.257,0.143,0.001
131.918,125.54,1015.54,-5.024,6.173,-0.001,0.102,664.306,0.997,664.307,89.914,3.587,0.102,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.318,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.535,90,8.399,897.093,0.001,336.389,0.015,940224.485,15.524,189.288,0.257,0.143,0.001
132.175,124.251,1014.251,-5.024,6.158,0.008,0.378,663.389,0.997,663.39,89.914,3.56,0.378,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.596,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.755,90,8.407,897.23,0.001,336.394,0.015,941020.691,15.524,189.288,0.257,0.143,0.001
132.431,122.963,1012.963,-5.022,6.213,-0.005,0.122,662.463,0.997,662.464,89.914,3.657,0.122,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.248,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.72,90,8.416,897.367,0.001,336.399,0.015,940103.084,15.524,189.288,0.257,0.143,0.001
132.688,121.674,1011.674,-5.023,6.232,0.04,0.881,661.521,0.997,661.521,89.914,3.689,0.88,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.71,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.139,90,8.424,897.504,0.001,336.404,0.015,944144.456,15.524,189.288,0.257,0.143,0.001
132.945,120.386,1010.386,-5.013,6.36,0.14,1.912,660.545,0.997,660.546,89.913,3.914,1.907,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,176.957,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.877,90,8.432,897.641,0.001,336.409,0.015,955717.667,15.524,189.288,0.257,0.143,0.001
133.202,119.103,1009.103,-4.977,6.646,-0.173,0.307,659.476,0.997,659.477,89.913,4.404,0.254,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,168.356,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.536,90,8.441,897.777,0.001,336.414,0.015,932237.556,15.524,189.288,0.259,0.143,0.001
133.46,117.808,1007.808,-5.022,6.723,0.015,0.573,658.328,0.997,658.329,89.913,4.47,0.573,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.888,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.764,90,8.449,897.915,0.001,336.419,0.015,942000.662,15.524,189.288,0.256,0.143,0.001
133.717,116.521,1006.521,-5.018,6.819,-0.012,0.243,657.163,0.997,657.163,89.913,4.617,0.242,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.161,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.742,90,8.458,898.052,0.001,336.424,0.015,940041.772,15.524,189.288,0.257,0.143,0.001
133.974,115.232,1005.232,-5.021,6.864,0.005,0.355,655.97,0.997,655.97,89.913,4.679,0.355,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.52,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.861,90,8.466,898.189,0.001,336.429,0.015,941062.522,15.524,189.288,0.256,0.143,0.001
134.23,113.945,1003.945,-5.02,6.925,0.041,0.964,654.758,0.997,654.759,89.913,4.77,0.963,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.874,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.279,90,8.474,898.326,0.001,336.434,0.015,944805.256,15.524,189.288,0.256,0.143,0.001
134.487,112.659,1002.659,-5.009,6.749,0.274,2.615,653.566,0.997,653.567,89.913,4.523,2.6,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,181.907,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.229,90,8.483,898.463,0.001,336.439,0.015,969212.371,15.524,189.288,0.257,0.143,0.001
134.744,111.38,1001.38,-4.939,6.265,-0.084,2.168,652.489,0.997,652.49,89.912,3.855,2.166,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,174.036,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.753,90,8.491,898.599,0.001,336.444,0.015,948048.816,15.524,189.288,0.261,0.143,0.001
135.004,110.09,1000.09,-4.961,5.953,-0.199,0.817,651.558,0.997,651.559,89.912,3.29,0.792,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,168.416,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.881,90,8.499,898.736,0.001,336.45,0.015,932650.089,15.524,189.288,0.259,0.143,0.001
135.264,108.796,998.796,-5.012,5.886,-0.006,0.684,650.731,0.997,650.732,89.912,3.085,0.684,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.636,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.435,90,8.508,898.88,0.001,336.455,0.015,941564.113,15.524,189.288,0.257,0.143,0.001
135.52,107.509,997.509,-5.014,5.981,-0.01,0.506,649.917,0.997,649.917,89.912,3.26,0.506,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.391,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.001,90,8.516,899.024,0.001,336.46,0.015,940931.216,15.524,189.288,0.257,0.143,0.001
135.777,106.222,996.222,-5.017,5.913,-0.012,0.028,649.097,0.997,649.097,89.912,3.13,0.025,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.125,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.118,90,8.525,899.168,0.001,336.465,0.015,940238.607,15.524,189.288,0.256,0.143,0.001
136.034,104.935,994.935,-5.02,5.912,0.03,0.754,648.295,0.997,648.295,89.912,3.124,0.753,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,172.358,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.739,90,8.533,899.312,0.001,336.47,0.015,943658.269,15.524,189.288,0.256,0.143,0.001
136.29,103.649,993.649,-5.012,5.806,-0.026,0.156,647.519,0.997,647.519,89.912,2.931,0.154,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,170.893,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.01,90,8.541,899.455,0.001,336.475,0.015,939680.659,15.524,189.288,0.257,0.143,0.001
136.547,102.362,992.362,-5.019,5.832,0.009,0.417,646.761,0.997,646.762,89.912,2.97,0.417,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.641,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.757,90,8.55,899.599,0.001,336.48,0.015,941772.944,15.524,189.288,0.256,0.143,0.001
136.803,101.076,991.076,-5.016,5.776,-0.006,0.161,646.014,0.997,646.015,89.912,2.863,0.161,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,171.244,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.781,90,8.558,899.743,0.001,336.485,0.015,940722.74,15.524,189.288,0.256,0.143,0.001
137.059,99.79,989.79,-5.018,5.757,0.097,1.396,645.285,0.997,645.286,89.912,2.822,1.393,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,174.727,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.116,90,8.566,899.886,0.001,336.49,0.015,950279.348,15.524,189.288,0.256,0.143,0.001
137.315,98.507,988.507,-4.993,5.569,-0.071,0.687,644.608,0.997,644.608,89.911,2.465,0.684,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,170.508,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.817,90,8.575,900.03,0.001,336.495,0.015,938777.037,15.524,189.288,0.257,0.143,0.001
137.573,97.219,987.219,-5.012,5.665,0.383,2.987,643.95,0.997,643.951,89.911,2.641,2.963,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,185.435,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.101,90,8.583,900.174,0.001,336.5,0.016,979046.867,15.524,189.288,0.257,0.143,0.001
137.829,95.946,985.946,-4.913,5.976,-0.374,0.807,643.175,0.997,643.176,89.911,3.401,0.715,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,165.262,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.029,90,8.591,900.316,0.001,336.505,0.015,924298.44,15.524,189.288,0.262,0.144,0.001
138.091,94.648,984.648,-5.011,5.953,0.043,1.136,642.31,0.997,642.311,89.911,3.214,1.136,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,173.222,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.636,90,8.6,900.461,0.001,336.51,0.015,946336.315,15.524,189.288,0.256,0.144,0.001
138.347,93.364,983.364,-5,5.792,0.238,2.525,641.523,0.996,641.524,89.911,2.923,2.514,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,180.918,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.177,90,8.608,900.604,0.001,336.515,0.015,967170.934,15.524,189.288,0.257,0.144,0.001
138.604,92.087,982.087,-4.939,6.094,-0.287,0.554,640.689,0.996,640.69,89.911,3.569,0.474,31.94,-101.993,NaN,NaN,NaN,NaN,-15.495,89.911,17498.101,2981,10.819,0.063,9.792,0,175.137,-11.281,0,0,166.521,646.055,0,646.055,0,646.055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.323,90,8.616,900.747,0.001,336.52,0.015,927927.878,15.524,189.288,0.26,0.144,0.001
